volume,all_views,run,cost,today_views,days_ago,is_restyle,modified,up,age,Легкосплавные диски,Панорамная крыша,Круиз-контроль,Противотуманные фары,Обогрев зеркал,Парктроники,Системы помощи,ESP (система поддержания динамической стабильности),Ксеноновые фары,CD/MP3 проигрыватель,Обогрев руля,Управление мультимедиа с руля,Климат-контроль,Обогрев лобового стекла,Фаркоп,Светодиодные фары,Мультимедийный экран,Иммобилайзер,Контроль мертвых зон на зеркалах,Подушки безопасности боковые,Кондиционер,Материал салона - натуральная кожа,Датчик дождя,Штатная навигация,Электростеклоподъемники передние,AUX/iPod,USB,Подушки безопасности задние,Автозапуск двигателя,Сигнализация,Обогрев сидений,Камера заднего вида,ABS (антиблокировочная система),Рейлинги на крыше,Электрорегулировка сидений,Подушки безопасности передние,Электростеклоподъемники задние,Bluetooth,Антипробуксовочная система,Люк,cuzov,fuel,brand,region,model,color,drive-unit,state,transmission
1800,33,300000,2 700,33,0,1,1,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,седан,бензин,Peugeot,Брестская обл.,406 I (рестайлинг),серебристый,Передний,с пробегом,Механика
2000,68,270,1 550,68,0,0,0,0,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хэтчбек,дизель,Rover,Брестская обл.,200 R3,красный,Передний,с пробегом,Механика
1600,18,10,32 123,18,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,внедорожник,бензин,Mercedes-Benz,Минск,GLA X156 (Рестайлинг) GLA200,белый,Передний,с пробегом,Автомат
1400,191,210000,3 100,35,2,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,седан,бензин,Renault,Витебская обл.,Logan I,синий,Передний,с пробегом,Механика
1800,10,219000,2 500,10,0,0,0,0,22,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,седан,бензин,Peugeot,Минск,406 I,серебристый,Передний,с пробегом,Механика
1900,17,178000,7 450,17,0,0,0,0,12,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,универсал,дизель,Volkswagen,Гродненская обл.,Golf V,синий,Передний,с пробегом,Механика
1600,21,149708,10 200,21,0,0,0,0,6,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,седан,дизель,Volvo,Минск,S60 II,черный,Передний,с пробегом,Механика
1600,209,109000,6 650,49,1,0,0,1,9,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,универсал,бензин,Peugeot,Минская обл.,308 T7,серебристый,Передний,с пробегом,Механика
2000,20,245000,2 650,20,0,0,0,0,19,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Peugeot,Гродненская обл.,206 I,черный,Передний,с пробегом,Механика
2000,588,350000,6 990,63,3,0,1,1,11,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,хэтчбек,дизель,Mercedes-Benz,Гомельская обл.,B-Класс W245,черный,Передний,с пробегом,Автомат
1600,67,305000,3 350,67,0,0,0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,седан,бензин,Audi,Минск,A4 B5,черный,Передний,с пробегом,Механика
1800,17,75000,11 450,17,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,универсал,бензин,Lada (ВАЗ),Минск,Vesta Cross,черный,Передний,с пробегом,Автомат
2000,16,198000,5 400,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,седан,бензин,Saab,Минск,9-3 II,черный,Передний,с пробегом,Автомат
2200,240,460000,3 400,14,5,0,0,1,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,минивэн,дизель,Toyota,Могилевская обл.,Picnic,зеленый,Передний,с пробегом,Механика
2000,13,190659,25 200,13,0,0,0,0,7,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,микроавтобус,бензин,Volkswagen,Минск,Multivan T5 Comfortline,серый,Передний,с пробегом,Автомат
1300,22,93000,3 800,22,0,0,0,0,13,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,хэтчбек,бензин,Mitsubishi,Гродненская обл.,Colt VI,серый,Передний,с пробегом,Механика
2000,470,111000,1 900,60,2,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Volkswagen,Минск,Golf III GTI Edition ABF,черный,Передний,с пробегом,Механика
2000,313,500,3 200,23,5,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,минивэн,бензин,Volkswagen,Витебская обл.,Sharan I,серебристый,Передний,с пробегом,Механика
1598,132,79400,16 500,28,1,1,0,1,5,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,минивэн,дизель,Toyota,Гродненская обл.,Verso I (рестайлинг),серый,Передний,с пробегом,Механика
2000,53,160000,10 999,53,0,0,0,0,9,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,седан,бензин,Audi,Минск,A4 B8,серебристый,Передний,с пробегом,Автомат
2000,13,175000,7 550,13,0,0,0,0,9,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,седан,бензин,Volkswagen,Минск,Passat B6 2.0 TSI,серебристый,Передний,с пробегом,Автомат
1300,801,250000,4 300,80,4,1,0,1,11,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,хэтчбек,дизель,Opel,Минск,Astra H (рестайлинг),другой,Передний,с пробегом,Механика
1400,17,357000,3 750,17,0,0,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Volkswagen,Минск,Golf IV,зеленый,Передний,с пробегом,Механика
1500,21,226000,2 150,21,0,0,0,0,20,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,седан,бензин,Mazda,Могилевская обл.,323 BJ,другой,Передний,с пробегом,Механика
3500,33,240000,12 800,33,0,1,0,0,11,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,внедорожник,бензин,Lexus,Минск,RX II (рестайлинг),серебристый,Постоянный полный,с пробегом,Автомат
4700,11,271000,13 000,11,0,0,0,0,12,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,седан,бензин,Mercedes-Benz,Минск,S-Класс W221,черный,Задний,с пробегом,Автомат
2200,6,238000,4 300,6,0,0,0,0,16,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,минивэн,дизель,Nissan,Минск,Almera Tino 2.2 TD,серый,Передний,с пробегом,Механика
1900,469,360500,10 000,32,6,0,1,1,11,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,минивэн,дизель,Volkswagen,Гродненская обл.,Sharan I (2-й рестайлинг),черный,Передний,с пробегом,Механика
2000,12,141480,15 500,12,0,0,0,0,5,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,внедорожник,бензин,Nissan,Минск,Qashqai II 2.0i СVT 2WD,серебристый,Передний,с пробегом,Автомат
3000,51,346,2 500,51,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,минивэн,бензин,Ford,Гродненская обл.,Windstar II,бордовый,,с пробегом,Автомат
1800,177,165000,19 300,13,4,0,0,1,5,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,минивэн,бензин,Toyota,Минск,Prius V(+) ZVW40/41,красный,Передний,с пробегом,Автомат
1400,54,140000,5 380,54,0,1,0,0,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,хэтчбек,дизель,Peugeot,Брестская обл.,207 I (рестайлинг),синий,Передний,с пробегом,Механика
1800,16,295000,9 700,16,0,0,0,0,9,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,минивэн,бензин,Toyota,Минск,Verso I 7 мест,серый,Передний,с пробегом,Автомат
1900,169,240000,4 950,33,1,0,0,1,13,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,хэтчбек,дизель,Renault,Минск,Laguna II,синий,Передний,с пробегом,Механика
1600,17,171600,7 990,17,0,1,0,0,5,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,седан,бензин,Hyundai,Минск,Solaris I (рестайлинг),синий,Передний,с пробегом,Механика
2000,231,255000,2 650,46,2,0,0,1,19,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Hyundai,Брестская обл.,Elantra XD,серебристый,Передний,с пробегом,Механика
1600,21,340000,2 750,21,0,1,0,0,17,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,универсал,бензин,Citroen,Минск,Xsara I (рестайлинг),другой,Передний,с пробегом,Механика
2600,510,199999,6 000,35,6,0,1,1,17,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,седан,бензин,Mercedes-Benz,Брестская обл.,"E-Класс W211, S211 Е240",серебристый,Задний,с пробегом,Автомат
1500,430,150,15 750,51,3,0,0,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,хэтчбек,дизель,Renault,Минск,Kadjar BOSE,белый,Передний,с пробегом,Механика
1600,616,163000,16 650,31,5,0,0,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,минивэн,дизель,Volkswagen,Минск,Touran III Full led Bixenon,черный,Передний,с пробегом,Автомат
1900,1296,385000,6 000,54,5,0,0,1,15,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,универсал,дизель,Audi,Гродненская обл.,A4 B6 AVF,серебристый,Передний,с пробегом,Автомат
1600,753,187000,17 199,42,4,0,0,1,4,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,универсал,дизель,Mercedes-Benz,Минск,"C-Класс W205, S205, C205, A205",черный,Задний,с пробегом,Автомат
1600,57,265000,800,57,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,универсал,бензин,Ford,Минская обл.,Escort V (2-й рестайлинг),серебристый,Передний,с пробегом,Механика
1600,25,700,12 950,25,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,седан,бензин,Hyundai,Минск,Accent V,другой,Передний,с пробегом,Автомат
1800,10,242000,5 250,10,0,0,0,0,15,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,минивэн,бензин,Ford,Минск,C-MAX I,бордовый,,с пробегом,Механика
1600,14,114940,7 399,14,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,седан,бензин,Volkswagen,Минск,Polo Sedan I Comfortline,серебристый,Передний,с пробегом,Механика
1800,27,450000,1 150,27,0,0,0,0,27,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,седан,бензин,Mazda,Гродненская обл.,626 GE,бордовый,Передний,с пробегом,Механика
1200,815,182000,8 500,47,6,0,0,1,5,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,хэтчбек,бензин,Volkswagen,Минск,Golf VII 1.2Turbo АКПП,серый,,с пробегом,Автомат
1500,117,25000,21 000,19,3,0,0,1,2,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,седан,бензин,BMW,Минск,"3 серия F30, F31",белый,Задний,с пробегом,Автомат
3500,7,188100,20 300,7,0,1,0,0,7,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,внедорожник,бензин,Honda,Минск,Pilot II (рестайлинг),черный,Постоянный полный,с пробегом,Автомат
2200,205,350000,15 500,44,2,0,1,1,11,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,микроавтобус,дизель,Mercedes-Benz,Минск,Viano W639 115 CDI EXTRALONG,черный,Задний,с пробегом,Автомат
2500,69,350000,1 450,69,0,1,1,0,20,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,хэтчбек,бензин,Renault,Гродненская обл.,Safrane I (рестайлинг),синий,Передний,с пробегом,Механика
1300,35,221000,5 350,35,0,0,1,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,хэтчбек,бензин,Toyota,Минск,Yaris II (XP9),серый,Передний,с пробегом,Механика
2000,23,160000,10 400,23,0,0,0,0,8,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,седан,бензин,Volkswagen,Минск,Passat CC I,белый,Передний,с пробегом,Автомат
2000,11,55974,19 044,11,0,0,0,0,4,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,внедорожник,бензин,Nissan,Минск,X-Trail II (T32) 2.0i CVT 4WD,серебристый,Подключаемый полный,с пробегом,Автомат
1600,225,77000,9 200,9,5,1,0,1,4,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,седан,бензин,Hyundai,Минск,Solaris I (рестайлинг),белый,Передний,с пробегом,Автомат
2000,13,199000,19 950,13,0,0,0,0,4,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,лифтбек,дизель,BMW,Минск,3 серия F34 (GT) 320 GT,черный,Постоянный полный,с пробегом,Автомат
2000,16,235000,4 850,16,0,0,0,0,13,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,хэтчбек,бензин,Renault,Минск,Laguna II,черный,Передний,с пробегом,Автомат
2000,18,226840,13 150,18,0,0,0,0,6,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,седан,бензин,Mazda,Минск,6 III,красный,Передний,с пробегом,Автомат
1800,249,367000,2 250,19,5,0,0,1,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,универсал,дизель,Ford,Минск,Focus I,серебристый,Передний,с пробегом,Механика
2000,21,83000,19 250,21,0,0,0,0,6,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,седан,бензин,Mercedes-Benz,Минск,"E-Класс W212, S212, C207, A207",черный,Задний,с пробегом,Автомат
2000,237,135000,4 500,17,6,0,0,1,17,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,лифтбек,бензин,Citroen,Гомельская обл.,C5 I,серебристый,Передний,с пробегом,Механика
1600,10,320000,3 800,10,0,0,0,0,18,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,минивэн,бензин,Renault,Гродненская обл.,Scenic I,белый,Передний,с пробегом,Механика
1400,64,84000,5 150,64,0,1,0,0,9,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,хэтчбек,бензин,Peugeot,Минск,207 I (рестайлинг),белый,Передний,с пробегом,Автомат
1600,163,220000,2 900,24,2,1,0,1,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,универсал,бензин,Ford,Гомельская обл.,Focus I (рестайлинг),серебристый,Передний,с пробегом,Механика
2400,72,500000,4 550,72,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,микроавтобус,дизель,Volkswagen,Брестская обл.,Transporter T4 Long,красный,Передний,с пробегом,Механика
2000,32,198000,2 500,32,0,0,0,0,21,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,седан,бензин,Honda,Минск,Accord V,фиолетовый,Передний,с пробегом,Механика
1600,187,48000,7 250,61,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,универсал,бензин,Lada (ВАЗ),Минск,Largus,серебристый,Передний,с пробегом,Механика
2000,33,203400,15 909,33,0,0,0,0,7,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,внедорожник,дизель,Volvo,Минск,XC60 I D4,белый,Передний,с пробегом,Механика
1600,38,235000,2 900,38,0,0,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,седан,бензин,Rover,Минск,45,серебристый,Передний,с пробегом,Механика
1600,25,57939,10 200,25,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,седан,бензин,Volkswagen,Минск,Jetta VI (рестайлинг),белый,Передний,с пробегом,Механика
1600,79,200000,4 600,79,0,0,0,0,12,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,хэтчбек,бензин,Citroen,Минск,C4 I,черный,Передний,с пробегом,Автомат
1700,21,10000,5 950,21,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,внедорожник,бензин,Lada (ВАЗ),Минск,2121 Нива 1.7,синий,Подключаемый полный,с пробегом,Механика
2000,30,87826,14 600,30,0,0,0,0,5,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,седан,бензин,Toyota,Минск,Camry XV50,черный,Передний,с пробегом,Автомат
1600,324,168000,6 450,21,6,0,0,1,11,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,универсал,бензин,Volkswagen,Минская обл.,Golf V,синий,Передний,с пробегом,Механика
1600,19,166000,4 600,19,0,0,1,0,9,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,седан,бензин,Chevrolet,Минск,Lacetti,красный,Передний,с пробегом,Механика
2000,9,16720,23 500,9,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,седан,бензин,Mazda,Минск,6 III (рестайлинг) Active,серый,Передний,с пробегом,Автомат
2000,20,179000,14 250,20,0,0,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,седан,бензин,Audi,Минск,A6 C7,другой,Передний,с пробегом,Автомат
1800,121,235000,3 350,37,1,0,1,1,22,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,универсал,бензин,Volkswagen,Могилевская обл.,Passat B5,красный,Передний,с пробегом,Механика
1400,136,301000,3 300,29,1,0,0,1,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,универсал,бензин,Volkswagen,Минск,Golf IV,красный,Передний,с пробегом,Механика
1300,16,207058,5 450,16,0,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,хэтчбек,бензин,Toyota,Минск,Yaris II (XP9),красный,Передний,с пробегом,Автомат
2700,305,350000,8 500,50,3,0,0,1,14,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,внедорожник,дизель,Land,Гродненская обл.,Rover Discovery III,серебристый,Постоянный полный,с пробегом,Автомат
2000,272,330000,1 600,19,6,0,0,1,20,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,универсал,бензин,Peugeot,Минская обл.,306,синий,Передний,с пробегом,Механика
3500,14,223000,6 300,14,0,0,0,0,12,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,седан,бензин,Nissan,Минск,Teana I (J31),синий,Передний,с пробегом,Автомат
3600,368,104000,17 350,39,3,0,0,1,8,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,внедорожник,бензин,Volkswagen,Минск,Touareg II,черный,Подключаемый полный,с пробегом,Автомат
1900,49,345884,6 950,49,0,0,0,0,14,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,минивэн,дизель,Volkswagen,Минск,Touran I,серый,Передний,с пробегом,Механика
1800,45,52000,12 450,45,0,0,1,0,3,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,седан,бензин,Volkswagen,Гомельская обл.,Jetta VI (рестайлинг) 1.8 TSI Sport,белый,Передний,с пробегом,Автомат
3000,47,89700,34 900,47,0,0,1,0,6,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,внедорожник,дизель,BMW,Могилевская обл.,X6 E71 (рестайлинг) M50d,белый,Постоянный полный,с пробегом,Автомат
